Referencia;Nº de cuenta;Importe;Moneda;Fecha valor;Concepto
OP-2026000341;ES3021000000610000000152;961,69;EUR;16/09/2026;Nómina
OP-2026000342;ES3400810000510000000036;777,49;EUR;19/09/2026;Servicios profesionales
OP-2026000343;ES0201820000900000000199;745,19;EUR;22/09/2026;Comisiones
OP-2026000344;ES9820850000180000000122;9.298,99;MXN;13/09/2026;Comisiones
OP-2026000345;ES6901280000100000000150;509,87;EUR;24/09/2026;Publicidad
OP-2026000346;ES3101280000140000000153;852,39;EUR;26/09/2026;Mantenimiento
OP-2026000347;ES4901820000960000000126;949,07;EUR;13/09/2026;Comisiones
OP-2026000348;ES5600810000510000000125;753,84;EUR;23/09/2026;Comisiones
OP-2026000349;ES7120850000100000000224;671,98;EUR;14/09/2026;Proveedor
OP-2026000350;ES4101820000970000000221;17.855,93;MXN;27/09/2026;Publicidad
OP-2026000351;ES5900490000010000000237;1.380,64;EUR;13/09/2026;Licencias de software
OP-2026000352;ES6920850000110000000211;536,16;EUR;18/09/2026;Transporte
OP-2026000353;ES7520850000130000000102;909,72;EUR;16/09/2026;Comisiones
OP-2026000354;ES7520850000130000000102;808,90;EUR;20/09/2026;Material de oficina
OP-2026000355;ES0800810000590000000209;244,00;USD;18/09/2026;Publicidad
OP-2026000356;ES2421000000610000000066;778,23;EUR;21/09/2026;Viajes
OP-2026000357;ES3400810000530000000229;826,16;EUR;23/09/2026;Licencias de software
OP-2026000358;ES3401280000180000000097;1.172,17;USD;17/09/2026;Suministros
OP-2026000359;ES8020850000110000000207;15.983,09;MXN;15/09/2026;Mantenimiento
OP-2026000360;ES8700810000550000000147;11.912,73;MXN;13/09/2026;Licencias de software
OP-2026000361;ES6701280000130000000136;16.654,69;MXN;24/09/2026;Viajes
OP-2026000362;ES3500490000070000000181;2.978.571,93;COP;24/09/2026;Seguros
OP-2026000363;ES4601820000950000000035;1.048,49;EUR;19/09/2026;Proveedor
OP-2026000364;ES8620850000160000000242;1.141,12;EUR;20/09/2026;Viajes
OP-2026000365;ES3101280000140000000153;3.782.828,41;COP;23/09/2026;Viajes
OP-2026000366;ES4400810000520000000098;535,43;EUR;13/09/2026;Licencias de software
OP-2026000367;ES1801280000170000000143;1.131,84;EUR;20/09/2026;Nómina
OP-2026000368;ES7300490000030000000081;824,68;EUR;14/09/2026;Servicios profesionales
OP-2026000369;ES7300810000540000000060;17.776,70;MXN;24/09/2026;Licencias de software
OP-2026000370;ES8021000000610000000222;883,68;EUR;15/09/2026;Material de oficina
OP-2026000371;ES7501820000900000000243;1.024,33;EUR;16/09/2026;Licencias de software
OP-2026000372;ES2800810000510000000241;703,35;EUR;26/09/2026;Formación
OP-2026000373;ES3221000000600000000165;529,21;EUR;21/09/2026;Proveedor
OP-2026000374;ES6001820000960000000219;915,85;EUR;22/09/2026;Material de oficina
OP-2026000375;ES1800490000040000000246;987,99;USD;18/09/2026;Material de oficina
OP-2026000376;ES6500810000520000000011;973,00;EUR;13/09/2026;Proveedor
OP-2026000377;ES6501820000970000000177;172,75;EUR;22/09/2026;Material de oficina
OP-2026000378;ES6701280000160000000086;713,54;USD;16/09/2026;Seguros
OP-2026000379;ES3421000000660000000223;482,77;EUR;18/09/2026;Comisiones
OP-2026000380;ES6200810000510000000017;871,44;EUR;16/09/2026;Comisiones
OP-2026000381;ES3500490000070000000181;3.314.622,94;COP;25/09/2026;Nómina
OP-2026000382;ES1800810000550000000225;903,11;EUR;27/09/2026;Viajes
OP-2026000383;ES1800810000550000000225;1.154,83;EUR;25/09/2026;Servicios profesionales
OP-2026000384;ES5900810000550000000166;995,89;EUR;14/09/2026;Proveedor
OP-2026000385;ES4300810000570000000162;1.024,56;USD;18/09/2026;Alquiler
OP-2026000386;ES2000810000520000000142;732,29;EUR;18/09/2026;Nómina
OP-2026000387;ES1200810000530000000140;646,35;EUR;13/09/2026;Formación
OP-2026000388;ES4300810000570000000065;774,97;EUR;16/09/2026;Alquiler
OP-2026000389;ES5420850000100000000239;1.309,21;EUR;13/09/2026;Proveedor
OP-2026000390;ES7621000000650000000001;973,42;EUR;15/09/2026;Alquiler
OP-2026000391;ES2401280000100000000184;960,83;EUR;14/09/2026;Alquiler
OP-2026000392;ES7301820000910000000230;1.020,71;EUR;15/09/2026;Publicidad
OP-2026000393;ES3021000000610000000055;1.100,51;USD;17/09/2026;Alquiler
OP-2026000394;ES4101820000970000000221;502,01;EUR;21/09/2026;Proveedor
OP-2026000395;ES2421000000610000000163;20.054,48;MXN;14/09/2026;Comisiones
OP-2026000396;ES0220850000100000000205;837,91;EUR;15/09/2026;Viajes
OP-2026000397;ES8620850000160000000242;824,47;EUR;16/09/2026;Viajes
OP-2026000398;ES1500810000540000000134;13.488,72;MXN;27/09/2026;Licencias de software
OP-2026000399;ES2800810000510000000241;1.034,50;USD;25/09/2026;Mantenimiento
OP-2026000400;ES7520850000130000000102;1.212,07;EUR;13/09/2026;Seguros
OP-2026000401;ES7500810000510000000074;599,88;USD;26/09/2026;Material de oficina
OP-2026000402;ES5901280000170000000084;1.209,42;EUR;17/09/2026;Licencias de software
OP-2026000403;ES6620850000150000000069;997,12;EUR;26/09/2026;Alquiler
OP-2026000404;ES4801280000140000000041;1.113,31;USD;22/09/2026;Formación
OP-2026000405;ES2421000000610000000066;12.780,45;MXN;24/09/2026;Licencias de software
OP-2026000406;ES6101820000980000000103;672,24;EUR;13/09/2026;Seguros
OP-2026000407;ES3401820000930000000058;19.939,53;MXN;22/09/2026;Suministros
OP-2026000408;ES7101280000160000000014;735,84;EUR;23/09/2026;Transporte
OP-2026000409;ES7501820000900000000243;804,06;EUR;20/09/2026;Nómina
OP-2026000410;ES8020850000110000000013;1.057,70;EUR;18/09/2026;Material de oficina
OP-2026000411;ES0600490000090000000120;876,82;EUR;27/09/2026;Formación
OP-2026000412;ES9200810000530000000155;18.649,38;MXN;15/09/2026;Material de oficina
OP-2026000413;ES3500810000580000000160;748,28;EUR;25/09/2026;Publicidad
OP-2026000414;ES2421000000610000000066;860,16;EUR;17/09/2026;Material de oficina
OP-2026000415;ES1800810000550000000225;13.501,17;MXN;16/09/2026;Servicios profesionales
OP-2026000416;ES7300490000030000000081;1.217,61;EUR;19/09/2026;Mantenimiento
OP-2026000417;ES0220850000100000000108;917,86;EUR;19/09/2026;Licencias de software
OP-2026000418;ES4800810000520000000123;14.347,10;MXN;18/09/2026;Material de oficina
OP-2026000419;ES3000810000570000000105;1.036,18;EUR;24/09/2026;Seguros
OP-2026000420;ES5701820000950000000128;780,80;EUR;21/09/2026;Mantenimiento
OP-2026000421;ES8700810000550000000147;614,24;EUR;19/09/2026;Proveedor
OP-2026000422;ES9120850000110000000009;8.867,76;MXN;22/09/2026;Licencias de software
OP-2026000423;ES9620850000120000000064;591,05;EUR;24/09/2026;Viajes
OP-2026000424;ES2501820000990000000023;1.027,89;USD;14/09/2026;Nómina
OP-2026000425;ES5701820000950000000128;589,27;EUR;19/09/2026;Licencias de software
OP-2026000426;ES1301820000970000000046;729,84;EUR;25/09/2026;Mantenimiento
OP-2026000427;ES8400490000000000000127;16.315,14;MXN;13/09/2026;Alquiler
OP-2026000428;ES8501820000950000000206;951,60;USD;19/09/2026;Publicidad
OP-2026000429;ES7900810000560000000048;727,90;EUR;20/09/2026;Mantenimiento
OP-2026000430;ES0301820000920000000180;738,53;EUR;19/09/2026;Viajes
OP-2026000431;ES3101280000140000000056;4.481.492,14;COP;14/09/2026;Comisiones
OP-2026000432;ES3500810000550000000113;1.192,66;EUR;17/09/2026;Material de oficina
OP-2026000433;ES1200490000020000000161;3.049.495,98;COP;16/09/2026;Alquiler
OP-2026000434;ES9820850000180000000122;946,55;EUR;27/09/2026;Servicios profesionales
OP-2026000435;ES7801280000160000000179;945,15;EUR;18/09/2026;Comisiones
OP-2026000436;ES9201280000120000000220;4.102.884,16;COP;25/09/2026;Seguros
OP-2026000437;ES4521000000690000000169;668,88;EUR;19/09/2026;Servicios profesionales
OP-2026000438;ES1200810000560000000090;624,40;EUR;26/09/2026;Proveedor
OP-2026000439;ES0220850000100000000205;1.094,37;EUR;16/09/2026;Suministros
OP-2026000440;ES3801820000960000000033;717,11;EUR;24/09/2026;Material de oficina
OP-2026000441;ES4801280000140000000041;367,11;USD;27/09/2026;Proveedor
OP-2026000442;ES2501820000990000000023;817,49;EUR;16/09/2026;Mantenimiento
OP-2026000443;ES8620850000160000000145;866,13;EUR;17/09/2026;Viajes
OP-2026000444;ES6421000000630000000024;2.966.713,83;COP;18/09/2026;Licencias de software
OP-2026000445;ES0200490000090000000192;957,68;EUR;25/09/2026;Publicidad
OP-2026000446;ES7400490000070000000158;824,00;EUR;15/09/2026;Nómina
OP-2026000447;ES8521000000620000000083;949,73;EUR;20/09/2026;Publicidad
OP-2026000448;ES8401280000130000000121;1.034,39;EUR;14/09/2026;Servicios profesionales
OP-2026000449;ES7101280000160000000111;961,88;USD;26/09/2026;Formación
OP-2026000450;ES8020850000110000000110;1.034,84;EUR;27/09/2026;Viajes
OP-2026000451;ES3120850000150000000020;1.269,69;EUR;17/09/2026;Transporte
OP-2026000452;ES9420850000180000000194;930,92;USD;17/09/2026;Material de oficina
OP-2026000453;ES4700810000510000000093;1.035,81;EUR;26/09/2026;Licencias de software
OP-2026000454;ES7620850000110000000085;722,48;EUR;24/09/2026;Formación
OP-2026000455;ES6201820000960000000183;21.564,77;MXN;21/09/2026;Transporte
OP-2026000456;ES8701820000950000000073;902,48;EUR;21/09/2026;Alquiler
OP-2026000457;ES6200810000510000000017;4.704.472,55;COP;25/09/2026;Formación
OP-2026000458;ES6500810000520000000011;1.096,65;EUR;17/09/2026;Formación
OP-2026000459;ES7301820000910000000230;509,82;USD;20/09/2026;Mantenimiento
OP-2026000460;ES2121000000690000000019;774,58;USD;22/09/2026;Transporte
OP-2026000461;ES0220850000100000000108;17.631,50;MXN;14/09/2026;Nómina
OP-2026000462;ES7601820000920000000030;368,37;EUR;22/09/2026;Viajes
OP-2026000463;ES7501820000900000000243;4.178.360,21;COP;17/09/2026;Seguros
OP-2026000464;ES6200810000510000000017;557,87;EUR;18/09/2026;Alquiler
OP-2026000465;ES7600490000040000000172;4.248.025,48;COP;16/09/2026;Publicidad
OP-2026000466;ES4601820000950000000035;838,30;USD;25/09/2026;Alquiler
OP-2026000467;ES9201280000120000000220;933,14;EUR;24/09/2026;Nómina
OP-2026000468;ES2721000000620000000157;18.922,99;MXN;25/09/2026;Comisiones
OP-2026000469;ES3221000000600000000165;804,44;EUR;21/09/2026;Publicidad
OP-2026000470;ES9101280000130000000189;14.792,23;MXN;13/09/2026;Seguros
OP-2026000471;ES0700490000010000000203;635,89;EUR;17/09/2026;Proveedor
OP-2026000472;ES1200490000020000000161;1.232,75;EUR;16/09/2026;Suministros
OP-2026000473;ES8620850000160000000145;684,17;USD;18/09/2026;Comisiones
OP-2026000474;ES7701820000960000000107;2.332.001,61;COP;21/09/2026;Transporte
OP-2026000475;ES2520850000180000000078;15.241,42;MXN;17/09/2026;Viajes
OP-2026000476;ES6701280000160000000086;1.013,19;EUR;22/09/2026;Seguros
OP-2026000477;ES0621000000690000000095;2.078.690,14;COP;18/09/2026;Mantenimiento
OP-2026000478;ES3820850000120000000235;15.940,83;MXN;19/09/2026;Viajes
OP-2026000479;ES9821000000680000000137;18.312,36;MXN;17/09/2026;Transporte
OP-2026000480;ES8100810000500000000112;4.093.953,60;COP;14/09/2026;Mantenimiento
OP-2026000481;ES3720850000170000000008;13.552,53;MXN;23/09/2026;Transporte
OP-2026000482;ES3101280000140000000056;919,87;EUR;18/09/2026;Servicios profesionales
OP-2026000483;ES7500810000510000000074;1.222,14;USD;15/09/2026;Material de oficina
OP-2026000484;ES5900810000550000000166;963,89;USD;22/09/2026;Mantenimiento
OP-2026000485;ES9620850000120000000064;716,49;USD;14/09/2026;Servicios profesionales
OP-2026000486;ES8120850000180000000234;652,30;USD;14/09/2026;Seguros
OP-2026000487;ES3601820000990000000116;1.017,31;EUR;20/09/2026;Material de oficina
OP-2026000488;ES1901820000990000000228;880,05;EUR;25/09/2026;Mantenimiento
OP-2026000489;ES7001820000920000000138;623,40;EUR;13/09/2026;Seguros
OP-2026000490;ES9201280000120000000220;1.088,54;USD;24/09/2026;Seguros
OP-2026000491;ES6300490000040000000212;777,88;EUR;16/09/2026;Licencias de software
OP-2026000492;ES4300810000570000000065;3.637.409,50;COP;13/09/2026;Comisiones
OP-2026000493;ES4600810000580000000059;702,14;EUR;14/09/2026;Seguros
OP-2026000494;ES6901280000100000000150;683,16;EUR;23/09/2026;Comisiones
OP-2026000495;ES6400490000020000000195;22.172,80;MXN;14/09/2026;Mantenimiento
OP-2026000496;ES6300490000040000000115;746,28;EUR;27/09/2026;Formación
OP-2026000497;ES8400490000000000000127;753,67;EUR;15/09/2026;Viajes
OP-2026000498;ES6000810000540000000100;889,36;EUR;19/09/2026;Seguros
OP-2026000499;ES7301820000910000000230;1.301,00;EUR;27/09/2026;Nómina
OP-2026000500;ES7521000000630000000214;348,90;EUR;17/09/2026;Mantenimiento
OP-2026000501;ES2000810000520000000142;757,06;EUR;13/09/2026;Formación
OP-2026000502;ES0621000000690000000095;683,21;EUR;27/09/2026;Licencias de software
OP-2026000503;ES9821000000680000000137;610,48;EUR;14/09/2026;Comisiones
OP-2026000504;ES3400810000510000000133;638,80;EUR;21/09/2026;Servicios profesionales
OP-2026000505;ES8320850000120000000104;595,50;EUR;25/09/2026;Licencias de software
OP-2026000506;ES3101280000140000000153;727,19;EUR;20/09/2026;Mantenimiento
OP-2026000507;ES0421000000600000000087;13.906,55;MXN;19/09/2026;Material de oficina
OP-2026000508;ES8001280000130000000096;701,69;EUR;18/09/2026;Formación
OP-2026000509;ES6520850000110000000186;389,49;EUR;27/09/2026;Licencias de software
OP-2026000510;ES2300810000530000000233;827,42;USD;24/09/2026;Viajes
OP-2026000511;ES1200810000530000000140;852,12;USD;24/09/2026;Servicios profesionales
OP-2026000512;ES5600490000000000000049;889,28;EUR;14/09/2026;Material de oficina
OP-2026000513;ES3400810000510000000133;15.757,83;MXN;20/09/2026;Alquiler
OP-2026000514;ES5100810000560000000067;1.030,48;EUR;21/09/2026;Suministros
OP-2026000515;ES3400810000510000000036;779,93;EUR;13/09/2026;Alquiler
OP-2026000516;ES6200810000510000000114;1.237,75;EUR;15/09/2026;Comisiones
OP-2026000517;ES9001820000930000000117;1.191,52;EUR;18/09/2026;Nómina
OP-2026000518;ES6500810000520000000011;972,07;EUR;20/09/2026;Comisiones
OP-2026000519;ES0421000000600000000087;170,00;EUR;24/09/2026;Seguros
OP-2026000520;ES7600810000550000000151;820,08;EUR;14/09/2026;Nómina
OP-2026000521;ES3400810000530000000229;1.044,83;EUR;22/09/2026;Proveedor
OP-2026000522;ES3021000000610000000055;14.545,78;MXN;24/09/2026;Viajes
OP-2026000523;ES2420850000110000000245;3.844.417,48;COP;20/09/2026;Comisiones
OP-2026000524;ES7300490000030000000081;20.051,67;MXN;25/09/2026;Alquiler
OP-2026000525;ES1100490000070000000031;3.380.220,28;COP;14/09/2026;Transporte
OP-2026000526;ES5701820000950000000128;1.034,17;EUR;23/09/2026;Mantenimiento
OP-2026000527;ES8501820000950000000206;649,56;EUR;25/09/2026;Viajes
OP-2026000528;ES0920850000170000000124;4.067.265,51;COP;14/09/2026;Seguros
OP-2026000529;ES3621000000630000000043;3.709.607,27;COP;25/09/2026;Seguros
OP-2026000530;ES8620850000160000000242;992,52;EUR;25/09/2026;Mantenimiento
OP-2026000531;ES2720850000120000000045;14.028,95;MXN;24/09/2026;Servicios profesionales
OP-2026000532;ES7120850000100000000224;857,92;EUR;26/09/2026;Formación
OP-2026000533;ES4621000000680000000200;860,27;EUR;19/09/2026;Seguros
OP-2026000534;ES4801280000140000000041;909,51;EUR;17/09/2026;Comisiones
OP-2026000535;ES3021000000610000000055;979,16;EUR;16/09/2026;Transporte
OP-2026000536;ES8401820000910000000226;974,52;EUR;25/09/2026;Mantenimiento
OP-2026000537;ES7521000000660000000164;17.281,43;MXN;17/09/2026;Viajes
OP-2026000538;ES6701280000160000000086;1.184,47;USD;25/09/2026;Servicios profesionales
OP-2026000539;ES7600810000520000000201;853,94;EUR;25/09/2026;Transporte
OP-2026000540;ES4400810000520000000098;2.772.752,86;COP;19/09/2026;Proveedor
OP-2026000541;ES4800490000040000000094;5.171,52;MXN;24/09/2026;Proveedor
OP-2026000542;ES3820850000150000000185;954,60;EUR;24/09/2026;Seguros
OP-2026000543;ES7521000000610000000021;537,73;USD;26/09/2026;Licencias de software
OP-2026000544;ES7001280000140000000227;1.214,81;USD;24/09/2026;Material de oficina
OP-2026000545;ES0421000000600000000087;1.095,65;EUR;21/09/2026;Suministros
OP-2026000546;ES5420850000100000000239;682,59;EUR;24/09/2026;Publicidad
OP-2026000547;ES8020850000110000000013;4.203.727,79;COP;24/09/2026;Transporte
OP-2026000548;ES5900810000520000000216;1.197,15;EUR;25/09/2026;Material de oficina
OP-2026000549;ES8521000000620000000083;652,95;EUR;18/09/2026;Alquiler
OP-2026000550;ES4300810000570000000162;3.051.573,76;COP;21/09/2026;Suministros
OP-2026000551;ES3601820000990000000116;1.146,07;EUR;14/09/2026;Seguros
OP-2026000552;ES5901280000170000000084;15.241,03;MXN;26/09/2026;Transporte
OP-2026000553;ES7020850000180000000044;2.978.561,24;COP;16/09/2026;Comisiones
OP-2026000554;ES7001820000920000000138;891,60;EUR;21/09/2026;Suministros
OP-2026000555;ES2401280000100000000184;853,83;EUR;18/09/2026;Seguros
OP-2026000556;ES9120850000110000000009;789,31;USD;21/09/2026;Publicidad
OP-2026000557;ES6620850000150000000069;897,25;EUR;16/09/2026;Nómina
OP-2026000558;ES7501280000150000000088;1.186,97;USD;26/09/2026;Formación
OP-2026000559;ES7601820000920000000030;917,21;EUR;27/09/2026;Publicidad
OP-2026000560;ES5400810000540000000208;530,14;EUR;20/09/2026;Transporte
OP-2026000561;ES7521000000630000000214;978,58;EUR;16/09/2026;Formación
OP-2026000562;ES5701820000950000000128;719,02;EUR;17/09/2026;Seguros
OP-2026000563;ES8620850000160000000145;1.431,73;USD;18/09/2026;Formación
OP-2026000564;ES4700810000510000000093;1.200,31;USD;22/09/2026;Licencias de software
OP-2026000565;ES7301820000910000000230;750,75;EUR;21/09/2026;Alquiler
OP-2026000566;ES6400490000020000000195;769,22;EUR;24/09/2026;Suministros
OP-2026000567;ES1801280000170000000143;1.045,69;USD;20/09/2026;Suministros
OP-2026000568;ES9620850000120000000064;924,94;EUR;20/09/2026;Transporte
OP-2026000569;ES7300490000030000000081;1.066,30;EUR;20/09/2026;Mantenimiento
OP-2026000570;ES7101280000160000000014;775,86;USD;18/09/2026;Viajes
OP-2026000571;ES2000810000520000000142;1.331,16;USD;16/09/2026;Formación
OP-2026000572;ES5520850000150000000170;860,33;USD;20/09/2026;Material de oficina
OP-2026000573;ES1801280000170000000143;697,40;EUR;25/09/2026;Viajes
OP-2026000574;ES7501280000150000000088;1.085,21;EUR;20/09/2026;Transporte
OP-2026000575;ES8401280000130000000121;564,49;USD;16/09/2026;Nómina
OP-2026000576;ES7501820000900000000146;947,36;EUR;13/09/2026;Mantenimiento
OP-2026000577;ES9201820000900000000034;981,99;EUR;19/09/2026;Seguros
OP-2026000578;ES5901280000170000000084;19.737,50;MXN;15/09/2026;Servicios profesionales
OP-2026000579;ES0201820000900000000199;894,41;EUR;13/09/2026;Seguros
OP-2026000580;ES2620850000170000000012;1.148,46;EUR;17/09/2026;Viajes
OP-2026000581;ES4000810000560000000071;686,00;USD;23/09/2026;Licencias de software
OP-2026000582;ES6701280000160000000086;863,88;EUR;14/09/2026;Transporte
OP-2026000583;ES0421000000600000000087;1.433,08;EUR;20/09/2026;Material de oficina
OP-2026000584;ES5800490000060000000204;1.150,77;EUR;18/09/2026;Licencias de software
OP-2026000585;ES4800490000040000000094;4.006.707,15;COP;21/09/2026;Licencias de software
OP-2026000586;ES2501820000990000000023;19.369,12;MXN;21/09/2026;Mantenimiento
OP-2026000587;ES0701280000170000000050;627,84;USD;21/09/2026;Suministros
OP-2026000588;ES7600810000550000000151;14.713,03;MXN;22/09/2026;Viajes
OP-2026000589;ES9200810000530000000155;1.076,93;EUR;14/09/2026;Suministros
OP-2026000590;ES6300490000040000000115;3.160.264,00;COP;18/09/2026;Servicios profesionales
OP-2026000591;ES1100490000070000000031;1.059,53;EUR;19/09/2026;Publicidad
OP-2026000592;ES0920850000170000000124;826,39;EUR;19/09/2026;Seguros
OP-2026000593;ES2800810000510000000241;20.820,76;MXN;21/09/2026;Suministros
OP-2026000594;ES9600810000560000000130;723,65;EUR;22/09/2026;Licencias de software
OP-2026000595;ES9321000000610000000182;1.195,43;USD;19/09/2026;Viajes
OP-2026000596;ES2300810000530000000233;1.085,75;EUR;17/09/2026;Proveedor
